Brand,Model,Specifications
ZTE,PF200,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2012, February. Released 2012, Q4', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '-', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'Capacitive touchscreen, 16M colors', 'Size': '4.3 inches, 51.0 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'CPU': 'Dual-core 1.2 GHz processor'}}, {'Memory': {'Card slot': 'No'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g, DLNA, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'USB': 'microUSB 2.0 (MHL TV-out)'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Brown'}}]"
ZTE,Blade II V880+,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2012, March', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '115.1 x 57.9 x 10.9 mm (4.53 x 2.28 x 0.43 in)', 'Weight': '117.4 g (4.13 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'Super AMOLED capacitive touchscreen', 'Size': '3.5 inches, 34.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)', 'Chipset': 'Qualcomm MSM7227A Snapdragon S1', 'CPU': '1.0 GHz Cortex-A5', 'GPU': 'Adreno 200'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '512MB RAM, 512MB'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '3.0, A2DP', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White', 'Price': 'About 230 EUR'}}]"
ZTE,N910,"[{'Network': {'Technology': 'CDMA / EVDO / LTE'}}, {'Launch': {'Announced': '2012, February. Released 2012, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '-', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'Capacitive touchscreen, 16M colors', 'Size': ', -', 'Resolution': '480 x 800 pixels, 5:3 ratio'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'CPU': '1.5 GHz processor'}}, {'Memory': {'Card slot': 'No'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g, DLNA, hotspot', 'Bluetooth': 'Yes', 'GPS': 'Yes, with A-GPS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Style Q,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012. Released 2012', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '113 x 59 x 10.3 mm (4.45 x 2.32 x 0.41 in)', 'Weight': '100 g (3.53 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '2.8 inches, 24.3 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3 (Gingerbread)', 'CPU': '600 MHz'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,V875,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2012, Q4', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '122 x 60 x 11.3 mm (4.80 x 2.36 x 0.44 in)', 'Weight': '125.4 g (4.41 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '3.2 inches, 31.7 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3 (Gingerbread)', 'CPU': '600/800 MHz'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Style Messanger,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2012, February', 'Status': 'Cancelled'}}, {'Body': {'Dimensions': '107 x 60 x 10.3 mm (4.21 x 2.36 x 0.41 in)', 'Weight': '95 g (3.35 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'To be confirmed', 'Phonebook': 'Yes, Photocall', 'Call records': 'Yes'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'Yes', 'GPS': 'No', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'Yes', 'Java': 'SNS applications'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Nova Messenger,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2012, February. Released 2013, Q3', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '107 x 60 x 10.3 mm (4.21 x 2.36 x 0.41 in)', 'Weight': '95 g (3.35 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.0 inches, 12.4 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'To be confirmed', 'Phonebook': 'Yes, Photocall', 'Call records': 'Yes', 'Internal': '1GB ROM, 256MB RAM'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'Yes', 'Games': 'Yes', 'Java': 'SNS applications'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Nova 4 V8000,"[{'Network': {'Technology': 'CDMA / EVDO'}}, {'Launch': {'Announced': '2012, February', 'Status': 'Available. Released 2014, Q1'}}, {'Body': {'Dimensions': '123.9 x 63.2 x 11.2 mm (4.88 x 2.49 x 0.44 in)', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'Chipset': 'Qualcomm MSM8655 Snapdragon S2', 'CPU': '1.4 GHz Scorpion', 'GPU': 'Adreno 205'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Nova 3.5,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2013, Q3', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '112.4 x 59.9 x 11 mm (4.43 x 2.36 x 0.43 in)', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '3.5 inches, 37.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'CPU': '800 MHz'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '512MB 256MB RAM'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,V880E,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2012, May', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '122.5 x 64.6 x 12 mm (4.82 x 2.54 x 0.47 in)', 'Weight': '130 g (4.59 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT capacitive touchscreen', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3.6 (Gingerbread)', 'CPU': '1.0 GHz'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB (2.5GB user available), 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 180 EUR'}}]"
ZTE,Kis V788,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2012, February. Released 2012, July', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '114.3 x 61.6 x 11.5 mm (4.5 x 2.43 x 0.45 in)', 'Weight': '120 g (4.23 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '3.5 inches, 36.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3 (Gingerbread)', 'CPU': '800 MHz'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot), 2 GB included', 'Internal': '512MB 256MB RAM'}}, {'Main Camera': {'Single': '3.15 MP, AF', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 160 EUR'}}]"
ZTE,Orbit,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / EVDO'}}, {'Launch': {'Announced': '2012, February. Released 2012, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '119.4 x 63.5 x 10.2 mm (4.70 x 2.5 x 0.40 in)', 'Weight': '136.4 g (4.80 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Microsoft Windows Phone 7.5 Tango II', 'CPU': '1.0 GHz'}}, {'Memory': {'Card slot': 'No', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct', 'Bluetooth': '3.0, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1600 mAh battery', 'Talk time': 'Up to 220 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 230 EUR'}}]"
ZTE,Era,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2012, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '7.8 mm thickness', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.3 inches, 51.0 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'Chipset': 'Nvidia Tegra 3', 'CPU': 'Quad-core 1.3 GHz', 'GPU': 'ULP GeForce'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, DLNA, UMA, hotspot', 'Bluetooth': '3.0, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0 (MHL TV-out)'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,nubia Z5,"[{'Network': {'Technology': 'GSM / CDMA / HSPA'}}, {'Launch': {'Announced': '2012, December. Released 2012, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '137.9 x 69.1 x 7.6 mm (5.43 x 2.72 x 0.30 in)', 'Weight': '126 g (4.44 oz)', 'SIM': 'Yes'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2', 'Protection': ' (~72.3% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.1.1 (Jelly Bean)', 'Chipset': 'Qualcomm APQ8064 Snapdragon 600', 'CPU': 'Quad-core 1.5 GHz Krait 300', 'GPU': 'Adreno 320'}}, {'Memory': {'Card slot': 'No', 'Internal': '32GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'White, Black', 'Price': 'About 520 EUR'}}]"
ZTE,Skate Acqua,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2012, Q4', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '-', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 65K colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'Chipset': 'Qualcomm MSM7227A Snapdragon S1', 'CPU': '1.0 GHz Cortex-A5', 'GPU': 'Adreno 200'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': '720p'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '2.1, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White'}}]"
ZTE,PF112 HD,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February', 'Status': 'Cancelled'}}, {'Body': {'Dimensions': '130 x 66 x 8.5 mm (5.12 x 2.60 x 0.33 in)', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.5 inches, 55.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, DLNA, UMA, hotspot', 'Bluetooth': '3.0, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0 (MHL TV-out)'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Groove X501,"[{'Network': {'Technology': 'CDMA / EVDO'}}, {'Launch': {'Announced': '2012, November. Released 2012, November', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '118.6 x 62.5 x 13.9 mm (4.67 x 2.46 x 0.55 in)', 'Weight': '127.6 g (4.48 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT touchscreen, 256K colors', 'Size': '3.2 inches, 30.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3 (Gingerbread)', 'Chipset': 'Qualcomm MSM7627 Snapdragon S1', 'CPU': '800 MHz', 'GPU': 'Adreno 200'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot), 4 GB included', 'Internal': '1GB 512MB RAM'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': '352x288'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g', 'Bluetooth': '2.1, A2DP, EDR', 'GPS': 'Yes', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1500 mAh battery', 'Talk time': 'Up to 300 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 100 EUR'}}]"
ZTE,Kis III V790,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, November. Released 2012, November', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '116 x 61.7 x 12.6 mm (4.57 x 2.43 x 0.50 in)', 'Weight': '-', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '3.5 inches, 36.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3 (Gingerbread)', 'Chipset': 'Qualcomm MSM7225A Snapdragon S1', 'CPU': '1.0 GHz Cortex-A5', 'GPU': 'Adreno 200'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '512MB 256MB RAM'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 100 EUR'}}]"
ZTE,V887,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, November. Released 2012, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '148 x 78 x 10.3 mm (5.83 x 3.07 x 0.41 in)', 'Weight': '140 g (4.94 oz)', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT capacitive touchscreen', 'Size': '5.0 inches, 71.2 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'Chipset': 'Mediatek MT6577 (40 nm)', 'CPU': 'Dual-core 1.0 GHz Cortex-A9', 'GPU': 'PowerVR SGX531u'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'White'}}]"
ZTE,V889M,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, November. Released 2012, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '120.5 x 63.6 x 11.9 mm (4.74 x 2.50 x 0.47 in)', 'Weight': '-', 'SIM': 'Dual SIM (Mini-SIM)'}}, {'Display': {'Type': 'TFT capacitive touchscreen', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'Chipset': 'Mediatek MT6577 (40 nm)', 'CPU': 'Dual-core 1.0 GHz Cortex-A9', 'GPU': 'PowerVR SGX531u'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1650 mAh battery', 'Talk time': 'Up to 450 h (3G)'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 100 EUR'}}]"
ZTE,Avid 4G,"[{'Network': {'Technology': 'CDMA / EVDO / LTE'}}, {'Launch': {'Announced': '2012, December. Released 2012, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '124 x 65.5 x 11.9 mm (4.88 x 2.58 x 0.47 in)', 'Weight': '148.8 g (5.22 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)', 'CPU': 'Dual-core 1.2 GHz'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB (2.3GB user available), 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': 'Yes', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1730 mAh battery', 'Talk time': 'Up to 260 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 110 EUR'}}]"
