Brand,Model,Specifications
LG,F3000,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, Q3', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '88 x 47 x 23.9 mm (3.46 x 1.85 x 0.94 in)', 'Weight': '91 g (3.21 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '128 x 160 pixels', 'Resolution': 'Second external OLED display, 65K colors, (96 x 96 pixels) '}}, {'Memory': {'Card slot': 'No', 'Phonebook': '1000 entries, Photocall', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '31MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.2', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes', 'Java': 'MP3/AAC/WMA player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {}}]"
LG,B2050,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, Q3', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '105 x 44 x 15.9 mm (4.13 x 1.73 x 0.63 in)', 'Weight': '72 g (2.54 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSN, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '200 entries, 7 groups', 'Call records': '15 dialed, 15 received, 15 missed calls', 'Internal': '1.4MB'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'No', 'USB': 'No'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': '2', 'Games': 'Yes', 'Java': 'Predictive text input'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 780 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {}}]"
LG,M4410,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, Q1', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '94 x 48 x 25 mm (3.70 x 1.89 x 0.98 in)', 'Weight': '107 g (3.77 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '176 x 220 pixels', 'Resolution': 'Second external OLED display, 65K colors, (96 x 96 pixels) '}}, {'Memory': {'Card slot': 'miniSD', 'Phonebook': '255 entries, Photo call', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '8MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.2', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes', 'Java': 'MP3, AAC player '}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {}}]"
LG,M4330,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, Q2', 'Status': 'Cancelled'}}, {'Body': {'Dimensions': '110 g (3.88 oz)', 'Weight': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '176 x 220 pixels', 'Resolution': 'Second external OLED display, 65K colors, (96 x 96 pixels) '}}, {'Memory': {'Card slot': 'No', 'Phonebook': 'Yes', 'Call records': '10 dialed, 10 received, 10 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Infrared port': 'Yes', 'Radio': 'No'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes', 'Java': 'Breathanalyzer sensor: sobriety test'}}, {'Battery': {}}, {'Misc': {}}]"
LG,B2070,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, Q3', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '104 x 40 x 14 mm (4.09 x 1.57 x 0.55 in)', 'Weight': '78 g (2.75 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'LCD, 65K colors', 'Size': '1.6 inches, 8.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '200 entries', 'Call records': '15 dialed, 15 received, 15 missed calls'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': '2', 'Games': 'Yes', 'Java': 'Predictive text input'}}, {'Battery': {'Stand-by': 'Removable Li-Ion battery'}}, {'Misc': {'Colors': 'Graphite Black'}}]"
LG,B2250,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, Q3', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '107 x 45 x 17 mm (4.21 x 1.77 x 0.67 in)', 'Weight': '85 g (3.00 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': 'Yes, 7 groups', 'Call records': '15 dialed, 15 received, 15 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'No'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'No'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': '3 + downloadable', 'Games': 'Yes', 'Java': 'Predictive text input'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 780 mAh battery', 'Talk time': 'Up to 250 h'}}, {'Misc': {'Colors': 'Silver'}}]"
LG,P7200,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, August', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '96 x 50 x 17 mm (3.78 x 1.97 x 0.67 in)', 'Weight': '112 g (3.95 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '176 x 220 pixels', 'Resolution': 'Second external TFT display, 65K colors, (96 x 96 pixels) '}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': '1000 entries, Photocall', 'Call records': '20 dialed, 20 received, 20 missed calls', 'Internal': '64MB'}}, {'Main Camera': {'Single': '2 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.2', 'GPS': 'No', 'Radio': 'No', 'USB': '2.0'}}, {'Features': {'Sensors': 'SMS, EMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML', 'Browser': '2 - Bubble Soccer, Jetski XXL + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC player '}}, {'Battery': {'Stand-by': 'Removable Li-Ion 800 mAh battery', 'Talk time': 'Up to 100 h'}}, {'Misc': {}}]"
LG,S5000,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '90 x 46.2 x 23 mm (3.54 x 1.82 x 0.91 in)', 'Weight': '95 g (3.35 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'OLED, 256K colors', 'Size': '128 x 160 pixels', 'Resolution': 'Second external OLED display, 65K colors (96 x 64 pixels)'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '1000 entries, Photo call', 'Call records': '10 dialed, 10 received, 10 missed calls'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.2', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'Predictive text input'}}, {'Battery': {'Stand-by': 'Removable Li-Ion battery'}}, {'Misc': {'Colors': 'Black'}}]"
LG,U880,"[{'Network': {'Technology': 'GSM / UMTS'}}, {'Launch': {'Announced': '2005, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '98.8 x 49 x 18.2 mm, 80 cc (3.89 x 1.93 x 0.72 in)', 'Weight': '99 g (3.49 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.0 inches, 31 x 39 mm, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': '500 entries', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '75MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': '180 deg rotating lens', 'Video': 'QCIF'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.1', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'Video telephony '}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1050 mAh battery', 'Talk time': 'Up to 236 h'}}, {'Misc': {'Colors': '4 - glossy black, matt black, silver, pink'}}]"
LG,S5100,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '90 x 46.2 x 23 mm (3.54 x 1.82 x 0.91 in)', 'Weight': '95 g (3.35 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '128 x 160 pixels', 'Resolution': 'Second external OLED display, 65K colors (96 x 64 pixels)'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '1000 entries, Photo call', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '64MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.2', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC/MP4 player '}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
LG,S5200,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '92 x 46 x 21.7 mm (3.62 x 1.81 x 0.85 in)', 'Weight': '92 g (3.25 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '1.8 inches, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '1000 entries, Photo call', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '64MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', 'Alert types': 'Vibration; Downloadable polyphonic, MP3, AAC ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.2', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': '2 - Action in life, Halloween Fever + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC/WMA/3GP player '}}, {'Battery': {'Stand-by': 'Removable Li-Ion 800 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {'Colors': 'Black'}}]"
LG,S5300,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2006, February', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '92 x 46 x 21.7 mm (3.62 x 1.81 x 0.85 in)', 'Weight': '92 g (3.25 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '1.8 inches, 28 x 35 mm, 10.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '1000 entries, Photo call', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '64MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', 'Alert types': 'Vibration; Downloadable polyphonic, MP3, AAC ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.2', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': '2 - Action in life, Halloween Fever + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC/WMA/3GP player '}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
LG,M6100,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2006, January', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '89.7 x 40 x 19.9 mm (3.53 x 1.57 x 0.78 in)', 'Weight': '88 g (3.10 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '1.3 inches, 5.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '1000 entries, Photo call', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '128MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'QCIF'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'Yes', 'GPS': 'No', 'Radio': 'No', 'USB': 'miniUSB'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC/WMA/3GP player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 800 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {'Colors': 'Silver, Blue, Black'}}]"
LG,C2500,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '101 x 46 x 18 mm (3.98 x 1.81 x 0.71 in)', 'Weight': '80 g (2.82 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSTN, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '500 entries, Photocall', 'Call records': '50 dialed, 50 received, 50 missed calls', 'Internal': '60MB'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'No'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'F1 Racing, Snake, Copter + Java downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 720 mAh battery', 'Talk time': 'Up to 250 h'}}, {'Misc': {'Colors': 'Black, Blue, Silver'}}]"
LG,C1150,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2005, November', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '82 x 43 x 23.5 mm (3.23 x 1.69 x 0.93 in)', 'Weight': '99 g (3.49 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSTN, 65K colors', 'Size': '128 x 128 pixels, 1:1 ratio', 'Resolution': 'Downloadable wallpapers'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '200 entries', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '1MB'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'No', 'USB': 'No'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 1.2.1', 'Browser': 'Spaceball', 'Games': 'Yes, MIDP 2.0', 'Java': 'Predictive text input'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 720 mAh battery', 'Talk time': 'Up to 100 h'}}, {'Misc': {'Colors': 'Silver, Red, Black'}}]"
LG,U890,"[{'Network': {'Technology': 'GSM / UMTS'}}, {'Launch': {'Announced': '2006, February', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '98.8 x 49 x 18.2 mm, 80 cc (3.89 x 1.93 x 0.72 in)', 'Weight': '99 g (3.49 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.2 inches, 35 x 44 mm, 15.2 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': 'Yes', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '68MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': '180 deg rotating lens', 'Video': 'QCIF'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '1.1, A2DP', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'Video telephony '}}, {'Battery': {}}, {'Misc': {}}]"
LG,U8550,"[{'Network': {'Technology': 'GSM / UMTS'}}, {'Launch': {'Announced': '2006, February', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '90 x 55 x 24.7 mm (3.54 x 2.17 x 0.97 in)', 'Weight': '135 g (4.76 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.2 inches, 15.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': 'Yes', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '20MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA videocall camera'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', 'Alert types': 'Vibration; Downloadable polyphonic, MP3, AAC ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'Yes', 'GPS': 'No', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes + downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC/MP4 player '}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1440 mAh battery'}}, {'Misc': {'Colors': 'Orange, Green, Silver'}}]"
LG,C2600,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2006, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '102 x 46.5 x 18.5 mm (4.02 x 1.83 x 0.73 in)', 'Weight': '88 g (3.10 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'LCD, 65K colors', 'Size': '1.6 inches, 8.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': 'Yes', 'Call records': '20 dialed, 20 received, 20 missed calls'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'No'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes', 'Java': 'MP3 player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {'Colors': 'Black'}}]"
LG,KG120,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2006, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '85 x 43 x 22 mm (3.35 x 1.69 x 0.87 in)', 'Weight': '80 g (2.82 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSTN, 65K colors', 'Size': '128 x 128 pixels, 1:1 ratio', 'Resolution': 'Second external mono display'}}, {'Memory': {'Card slot': 'No', 'Phonebook': 'Yes', 'Call records': '20 dialed, 10 received, 10 missed calls', 'Internal': '500 KB'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'No', 'USB': 'No'}}, {'Features': {'Sensors': 'SMS, EMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': '1 embedded', 'Games': 'No', 'Java': 'Predictive text input'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 830 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {'Colors': 'Silver'}}]"
LG,KG110,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2006, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '102.8 x 44 x 16.5 mm (4.05 x 1.73 x 0.65 in)', 'Weight': '70 g (2.47 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSTN, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '500 entries', 'Call records': '20 dialed, 10 received, 10 missed calls'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'No', 'USB': 'No'}}, {'Features': {'Sensors': 'SMS, EMS', 'Messaging': 'WAP 1.2.1', 'Browser': 'Yes', 'Games': 'Yes, MIDP 1.2', 'Java': 'Predictive text input'}}, {'Battery': {}}, {'Misc': {'Colors': 'Silver'}}]"
LG,KG130,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2007, April', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '103.4 x 44.1 x 18.4 mm (4.07 x 1.74 x 0.72 in)', 'Weight': '76 g (2.68 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSTN, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': '1000 entries, photocall', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '2MB'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'No'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'No', 'Alert types': 'Vibration, MP3 ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'No', 'USB': 'No'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'No', 'Java': 'Predictive text input'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 800 mAh battery', 'Talk time': 'Up to 200 h'}}, {'Misc': {'Colors': 'Black', 'SAR EU': '0.51 W/kg (head) \xa0 \xa0 ', 'Price': 'About 50 EUR'}}]"
LG,KG190,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2006, May', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '84.5 x 45.5 x 17 mm (3.33 x 1.79 x 0.67 in)', 'Weight': '85 g (3.00 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSTN, 256K colors', 'Size': '1.3 inches, 5.5 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': 'Yes', 'Call records': '20 dialed, 10 received, 10 missed calls', 'Internal': '128MB'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'No'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', 'Alert types': 'Vibration; Downloadable polyphonic ringtones', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3 player'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
