Brand,Model,Specifications
ZTE,Blade Q Maxi,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2013, October', 'Status': 'Available. Released 2014, January'}}, {'Body': {'Dimensions': '143 x 72 x 9.1 mm (5.63 x 2.83 x 0.36 in)', 'Weight': '130 g (4.59 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.2 (Jelly Bean)', 'Chipset': 'Mediatek MT6572 (28 nm)', 'CPU': 'Dual-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'White'}}]"
ZTE,nubia Z5S mini NX403A,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / EVDO'}}, {'Launch': {'Announced': '2013, November. Released 2013, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '134.8 x 65.8 x 7.6 mm (5.31 x 2.59 x 0.30 in)', 'Weight': '120 g (4.23 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IGZO IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.7 inches, 60.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.2.2 (Jelly Bean)', 'Chipset': 'Qualcomm APQ8064 Snapdragon 600', 'CPU': 'Quad-core 1.7 GHz Krait 300', 'GPU': 'Adreno 320'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'White, Green, Pink, Yellow, Blue', 'Models': 'NX403A', 'Price': 'About 230 EUR'}}]"
ZTE,Grand S II S291,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, January', 'Status': 'Available. Released 2014, April'}}, {'Body': {'Dimensions': '157 x 77 x 9.1 mm (6.18 x 3.03 x 0.36 in)', 'Weight': '150 g (5.29 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.3 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8974AB Snapdragon 801 (28 nm)', 'CPU': 'Quad-core 2.3 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '2 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Silver', 'Price': 'About 250 EUR'}}]"
ZTE,nubia Z5S,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2013, November. Released 2013, December', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '137.7 x 68.8 x 7.6 mm (5.42 x 2.71 x 0.30 in)', 'Weight': '126 g (4.44 oz)', 'SIM': 'Yes'}}, {'Display': {'Type': 'IGZO IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.2.2 (Jelly Bean)', 'Chipset': 'Qualcomm Snapdragon 800 (28 nm)', 'CPU': 'Quad-core 2.3 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'No', 'Internal': '16GB 2GB RAM, 32GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF, OIS', 'Features': 'LED flash, panorama, HDR', 'Video': '2160p, 1080p, 720p@120fps'}}, {'Selfie camera': {'Single': '5 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'NFC': 'TBD', 'Infrared port': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, White', 'Price': 'About 290 EUR'}}]"
ZTE,Sonata 4G,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, January', 'Status': 'Available. Released 2014, Q1'}}, {'Body': {'Dimensions': '126 x 66 x 11.4 mm (4.96 x 2.60 x 0.45 in)', 'Weight': '-', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2', 'Protection': ' (~54.8% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android (Jelly Bean)', 'Chipset': 'Qualcomm Snapdragon 400 (28 nm)', 'CPU': 'Dual-core 1.2 GHz Krait', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '4GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '3.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Grand S Flex,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2013, November. Released 2013, November', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '143 x 70 x 8.9 mm (5.63 x 2.76 x 0.35 in)', 'Weight': '130 g (4.59 oz)', 'SIM': 'Yes'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.1 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8930 Snapdragon 400 (28 nm)', 'CPU': 'Dual-core 1.2 GHz Krait 200', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'No', 'Internal': '16GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '1 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 2300 mAh battery', 'Talk time': 'Up to 250 h'}}, {'Misc': {'Colors': 'Black/Silver', 'Price': 'About 310 EUR'}}]"
ZTE,Iconic Phablet,"[{'Network': {'Technology': 'CDMA / EVDO / LTE'}}, {'Launch': {'Announced': '2014, January', 'Status': 'Available. Released 2014, Q1'}}, {'Body': {'Dimensions': '160 x 81.3 x 9.4 mm (6.30 x 3.20 x 0.37 in)', 'Weight': '-', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.7 inches, 89.6 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.3 (Jelly Bean)', 'Chipset': 'Qualcomm'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '1 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Open II,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, February', 'Status': 'Available. Released 2014, June'}}, {'Body': {'Dimensions': '118 x 61 x 10.5 mm (4.65 x 2.40 x 0.41 in)', 'Weight': '-', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen', 'Size': '3.5 inches, 36.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Firefox OS 1.3', 'Chipset': 'Qualcomm MSM8210 Snapdragon 200 (28 nm)', 'CPU': 'Dual-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 302'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '2GB 256MB RAM'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1', 'GPS': 'FM radio', 'Radio': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Open C,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, February', 'Status': 'Available. Released 2014, May'}}, {'Body': {'Dimensions': '126 x 64.7 x 10.8 mm (4.96 x 2.55 x 0.43 in)', 'Weight': '125 g (4.41 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Firefox OS 1.3', 'Chipset': 'Qualcomm MSM8210 Snapdragon 200 (28 nm)', 'CPU': 'Dual-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 302'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': '352x288@15fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1400 mAh battery', 'Talk time': 'Up to 150 h'}}, {'Misc': {'Colors': 'Orange, Black', 'Price': 'About 70 EUR'}}]"
ZTE,Grand Memo II LTE,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, February', 'Status': 'Available. Released 2014, May'}}, {'Body': {'Dimensions': '161.5 x 83 x 7.2 mm (6.36 x 3.27 x 0.28 in)', 'Weight': '-', 'SIM': 'Dual SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '6.0 inches, 99.2 cm', 'Resolution': '2', 'Protection': ' (~74.0% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm Snapdragon 400 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot', 'Bluetooth': '4.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'Infrared port': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'White'}}]"
ZTE,Redbull V5 V9180,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, April', 'Status': 'Available. Released 2014, April'}}, {'Body': {'Dimensions': '139 x 71 x 8.9 mm (5.47 x 2.80 x 0.35 in)', 'Weight': '165 g (5.82 oz)', 'SIM': 'Dual SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.3 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8926 Snapdragon 400 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 1GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF', 'Features': 'LED flash, HDR, panorama', 'Video': 'Yes'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {'Stand-by': 'Removable Li-Po 2400 mAh battery', 'Talk time': 'Up to 300 h'}}, {'Misc': {'Colors': 'Black/White, Black/Blue, Black/Yellow, Black/Red'}}]"
ZTE,nubia X6,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / EVDO / LTE'}}, {'Launch': {'Announced': '2014, March', 'Status': 'Available. Released 2014, April'}}, {'Body': {'Dimensions': '179.5 x 89 x 7.9 mm (7.07 x 3.50 x 0.31 in)', 'Weight': '215 g (7.58 oz)', 'SIM': 'Dual SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '6.44 inches, 114.3 cm', 'Resolution': '2', 'Protection': ' (~71.6% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 4.3 (Jelly Bean)', 'Chipset': 'Qualcomm MSM8974AB/ MSM8974AC Snapdragon 801 (28 nm)', 'CPU': 'Quad-core 2.3/2.5 GHz Krait 400', 'GPU': 'Adreno 330'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '32GB 2GB RAM, 64GB 2GB RAM, 128GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, AF, OIS', 'Features': 'Dual-LED flash, panorama, HDR', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '13 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'NFC': 'Yes', 'Infrared port': 'Yes', 'Radio': 'FM radio', 'USB': 'microUSB 3.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, gyro, proximity, compass'}}, {'Battery': {'Stand-by': 'Non-removable Li-ion 4250 mAh battery', 'Talk time': 'Up to 695 h'}}, {'Misc': {'Colors': 'White, Gold', 'Price': 'About 350 EUR'}}]"
ZTE,Star 1,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2014, April', 'Status': 'Available. Released 2014, April'}}, {'Body': {'Dimensions': '139 x 69 x 6.6 mm (5.47 x 2.72 x 0.26 in)', 'Weight': '130 g (4.59 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm MSM8928 Snapdragon 400 (28 nm)', 'CPU': 'Quad-core 1.6 GHz Cortex-A7', 'GPU': 'Adreno 305'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'Dual-LED dual-tone flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Non-removable Li-Po 2300 mAh battery', 'Talk time': 'Up to 460 h'}}, {'Misc': {'Colors': 'Pink, Black, White', 'Price': 'About 200 EUR'}}]"
ZTE,Blade G2,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2013, July. Released 2013, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '133 x 66 x 9.9 mm (5.24 x 2.60 x 0.39 in)', 'Weight': '145 g (5.11 oz)', 'SIM': 'Dual SIM (Mini-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.5 inches, 55.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.2.1 (Jelly Bean)', 'Chipset': 'Mediatek MT6589 (28 nm)', 'CPU': 'Quad-core 1.2 GHz Cortex-A7', 'GPU': 'PowerVR SGX544'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 512MB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio, built-in antenna', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 2000 mAh battery', 'Talk time': 'Up to 300 h (2G) / Up to 300 h (3G)'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 100 EUR'}}]"
ZTE,Kis 3,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, May', 'Status': 'Available. Released 2014, May'}}, {'Body': {'Dimensions': '126 x 65 x 11 mm (4.96 x 2.56 x 0.43 in)', 'Weight': '120 g (4.23 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '4.0 inches, 45.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.4.2 (KitKat)', 'Chipset': 'Qualcomm MSM7225A Snapdragon S1', 'CPU': 'Cortex-A5', 'GPU': 'Adreno 200'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '512MB 256MB RAM'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': '480p@15fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n', 'Bluetooth': '2.1', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1400 mAh battery', 'Talk time': 'Up to 250 h'}}, {'Misc': {'Colors': 'Black, Blue', 'Price': 'About 60 EUR'}}]"
ZTE,Blade L2,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2014, May', 'Status': 'Available. Released 2014, May'}}, {'Body': {'Dimensions': '142.5 x 72.2 x 9 mm (5.61 x 2.84 x 0.35 in)', 'Weight': '166 g (5.86 oz)', 'SIM': 'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.2 (Jelly Bean)', 'Chipset': 'Mediatek MT6582M (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-A7', 'GPU': 'Mali-400MP2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP or 8 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'VGA/ 1 MP, market dependant'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '3.0, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'White', 'Price': 'About 130 EUR'}}]"
ZTE,Light Tab 3 V9S,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2012, Q4', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '194 x 120 x 12 mm (7.64 x 4.72 x 0.47 in)', 'Weight': '400 g (14.11 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '7.0 inches, 142.1 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 3.2 (Honeycomb)', 'Chipset': 'Qualcomm MSM8260 Snapdragon S3', 'CPU': 'Dual-core 1.2 GHz Scorpion', 'GPU': 'Adreno 220'}}, {'Memory': {'Card slot': 'No', 'Internal': '16GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Video': 'Yes'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'Accelerometer, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Light Tab 300,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2012, February. Released 2012, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '-', 'Weight': '-', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'Capacitive touchscreen, 16M colors', 'Size': '7.0 inches, 142.1 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 4.0 (Ice Cream Sandwich)'}}, {'Memory': {'Card slot': 'To be confirmed', 'Internal': '1GB RAM'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': 'Yes'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
ZTE,Score M,"[{'Network': {'Technology': 'CDMA / EVDO'}}, {'Launch': {'Announced': '2012, March. Released 2012, March', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '112 x 61.4 x 13.7 mm (4.41 x 2.42 x 0.54 in)', 'Weight': '136 g (4.80 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 256K colors', 'Size': '3.5 inches, 36.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 2.3 (Gingerbread)', 'CPU': '600 MHz'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '4GB'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g, hotspot', 'Bluetooth': '2.1, A2DP, EDR', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black'}}]"
