Brand,Model,Specifications
ZTE,nubia M2 Play,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / LTE'}}, {'Launch': {'Announced': '2017, June', 'Status': 'Available. Released 2017, July'}}, {'Body': {'Dimensions': '154.5 x 68.5 x 7.9 mm (6.08 x 2.70 x 0.31 in)', 'Weight': '-', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 7.1 (Nougat), nubia UI 5', 'Chipset': 'Qualcomm MSM8940 Snapdragon 435 (28 nm)', 'CPU': 'Octa-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 505'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.2, PDAF', 'Features': 'LED flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.4'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '4.x, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Fingerprint (front-mounted), accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, Gold', 'Models': 'NX907J', 'Price': 'About 230 EUR'}}]"
ZTE,nubia Z17,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / LTE'}}, {'Launch': {'Announced': '2017, June', 'Status': 'Available. Released 2017, June'}}, {'Body': {'Dimensions': '152.6 x 72.4 x 7.6 mm (6.01 x 2.85 x 0.30 in)', 'Weight': '173 g (6.10 oz)', 'Build': 'Glass front (Gorilla Glass), aluminum back, aluminum frame', 'SIM': 'Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 82.6 cm', 'Resolution': '2', 'Protection': ' (~74.7% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 7.1.1 (Nougat), nubia UI 5', 'Chipset': 'Qualcomm MSM8998 Snapdragon 835 (10 nm)', 'CPU': 'Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo)', 'GPU': 'Adreno 540'}}, {'Memory': {'Card slot': 'No', 'Internal': '64GB 6GB RAM, 64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'}}, {'Main Camera': {'Dual': '12 MP, f/1.8, 1/2.55"", 1.4µm, PDAF, 2x lossless zoom', 'Features': '\r\n23 MP, f/2.0, AF', 'Video': 'Dual-LED dual-tone flash, HDR, panorama'}}, {'Selfie camera': {'Single': '16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot', 'Bluetooth': '4.1, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, BDS', 'NFC': 'Yes', 'Infrared port': 'Yes', 'Radio': 'No', 'USB': 'Type-C 1.0 reversible connector, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Po 3200 mAh battery'}}, {'Misc': {'Colors': 'Aurora Blue, Black Gold, Obsidian Black, Solar Gold, Flame Red', 'Models': 'NX563J', 'Price': 'About 300 EUR'}}, {'Tests': {'Performance': '\r\nGeekBench: 6622 (v4.4)', 'Display': '\nGFXBench: 25fps (ES 3.1 onscreen)', 'Camera': '\r\n', 'Loudspeaker': 'Contrast ratio: 1451 (nominal), 3.159 (sunlight)', 'Audio quality': '\r\n', 'Battery life': 'Photo'}}]"
ZTE,nubia M2,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / LTE'}}, {'Launch': {'Announced': '2017, March', 'Status': 'Available. Released 2017, June'}}, {'Body': {'Dimensions': '154.5 x 75.9 x 7 mm (6.08 x 2.99 x 0.28 in)', 'Weight': '168 g (5.93 oz)', 'Build': 'Glass front (Gorilla Glass), aluminum back, aluminum frame', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'AMOLED capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2', 'Protection': ' (~71.1% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 6 (Marshmallow), nubia UI 4', 'Chipset': 'Qualcomm MSM8953 Snapdragon 625 (14 nm)', 'CPU': 'Octa-core 2.0 GHz Cortex-A53', 'GPU': 'Adreno 506'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '64GB 4GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.2, 1/2.9"", 1.25µm, AF', 'Features': '\r\n2 MP, (depth)', 'Video': 'Dual-LED dual-tone flash, HDR, panorama'}}, {'Selfie camera': {'Single': '16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '4.1, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, BDS', 'Radio': 'No', 'USB': 'Type-C 1.0 reversible connector, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Po 3630 mAh battery'}}, {'Misc': {'Colors': 'Black Gold, Champagne Gold', 'Models': 'NX551J, Nubia M2', 'Price': 'About 300 EUR'}}]"
ZTE,nubia M2 lite,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / LTE'}}, {'Launch': {'Announced': '2017, March', 'Status': 'Available. Released 2017, June'}}, {'Body': {'Dimensions': '155.7 x 76.7 x 7.5 mm (6.13 x 3.02 x 0.30 in)', 'Weight': '164 g (5.78 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 6 (Marshmallow), nubia UI 4', 'Chipset': 'Mediatek MT6750 (28 nm)', 'CPU': 'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)', 'GPU': 'Mali-T860MP2'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '32GB 3GB RAM, 64GB 4GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.2, AF', 'Features': 'LED flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, BDS', 'Radio': 'No', 'USB': 'Type-C 1.0 reversible connector'}}, {'Features': {'Sensors': 'Fingerprint (front-mounted), accelerometer, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Po 3000 mAh battery'}}, {'Misc': {'Colors': 'Black Gold, Champagne Gold', 'Models': 'NX573J, LS032M', 'Price': 'About 120 EUR'}}]"
ZTE,Blade V7 Plus,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2017, July', 'Status': 'Available. Released 2017, August'}}, {'Body': {'Dimensions': '146 x 72.5 x 8 mm (5.75 x 2.85 x 0.31 in)', 'Weight': '136 g (4.80 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'S-IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.2 inches, 74.5 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 6.0 (Marshmallow)', 'Chipset': 'Mediatek MT6753 (28 nm)', 'CPU': 'Octa-core 1.3 GHz Cortex-A53', 'GPU': 'Mali-T720MP3'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '16GB 2GB RAM, 32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, PDAF', 'Features': 'Dual-LED dual-tone flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP, f/2.2', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Platinum Grey, Ion Gold, Deep Gray', 'Price': 'About 180 EUR'}}]"
ZTE,nubia N2,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / LTE'}}, {'Launch': {'Announced': '2017, March', 'Status': 'Available. Released 2017, June'}}, {'Body': {'Dimensions': '155 x 75 x 7.9 mm (6.10 x 2.95 x 0.31 in)', 'Weight': '180 g (6.35 oz)', 'SIM': 'Hybrid Dual SIM'}}, {'Display': {'Type': 'AMOLED capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 6 (Marshmallow), nubia UI 4', 'Chipset': 'Mediatek MT6750 (28 nm)', 'CPU': 'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)', 'GPU': 'Mali-T860MP2'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '64GB 4GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.2, PDAF', 'Features': 'LED flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '16 MP, f/2.2, 26mm (wide), 1/3.1"", 1.0µm'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, BDS', 'Radio': 'No', 'USB': 'Type-C 1.0 reversible connector'}}, {'Features': {'Sensors': 'Fingerprint (front-mounted), accelerometer, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Po 5000 mAh battery', 'Talk time': 'Fast charging 18W', 'Music play': 'Up to 60 h (3G)'}}, {'Misc': {'Colors': 'Black Gold, Champagne Gold', 'Models': 'NX575J', 'Price': 'About 260 EUR'}}]"
ZTE,Quartz,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2017, April', 'Status': 'Available. Released 2017, April'}}, {'Body': {'Dimensions': '45.7 x 45.7 x 14.5 mm (1.80 x 1.80 x 0.57 in)', 'Weight': '89 g (3.14 oz)', 'Build': 'Glass front (Gorilla Glass 3), stainless steel frame', 'SIM': 'Nano-SIM'}}, {'Display': {'Type': 'AMOLED capacitive touchscreen, 16M colors', 'Size': '1.4 inches, 6.3 cm', 'Resolution': '2', 'Protection': ' (~30.3% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android Wear 2.0, upgradable to 2.1', 'Chipset': 'Qualcomm MSM8909W Snapdragon Wear 2100', 'CPU': 'Quad-core 1.1 GHz Cortex-A7', 'GPU': 'Adreno 304'}}, {'Memory': {'Card slot': 'No', 'Internal': '4GB 768MB RAM'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n', 'Bluetooth': '4.1, LE', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'No'}}, {'Features': {'Sensors': 'Accelerometer, gyro, barometer'}}, {'Battery': {'Stand-by': 'Non-removable Li-Ion 500 mAh battery'}}, {'Misc': {'Colors': 'Silver', 'Price': 'About 200 EUR'}}]"
ZTE,Grand X View 2,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2017, July', 'Status': 'Available. Released 2017, July'}}, {'Body': {'Dimensions': '215 x 125 x 9.4 mm (8.46 x 4.92 x 0.37 in)', 'Weight': '330 g (11.64 oz)', 'SIM': 'Micro-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '8.0 inches, 185.6 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 7.1.1 (Nougat)', 'Chipset': 'Qualcomm MSM8909 Snapdragon 210 (28 nm)', 'CPU': 'Quad-core 1.3 GHz Cortex-7', 'GPU': 'Adreno 304'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, hotspot', 'Bluetooth': '4.1, A2DP, LE', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 180 USD'}}]"
ZTE,Blade A601,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2016, June', 'Status': 'Available. Released 2016, July'}}, {'Body': {'Dimensions': '145 x 71.2 x 9.5 mm (5.71 x 2.80 x 0.37 in)', 'Weight': '152 g (5.36 oz)', 'SIM': 'Dual SIM (Micro-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 6.0 (Marshmallow)', 'CPU': 'Quad-core 1.0 GHz Cortex-A53'}}, {'Memory': {'Card slot': 'microSDHC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash, HDR, panorama', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.0, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, Gold', 'Models': 'BLADE A601', 'Price': 'About 80 EUR'}}]"
ZTE,Tempo X,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / LTE'}}, {'Launch': {'Announced': '2017, September', 'Status': 'Available. Released 2017, September'}}, {'Body': {'Dimensions': '145.5 x 71.9 x 9.1 mm (5.73 x 2.83 x 0.36 in)', 'Weight': '141.8 g (5.01 oz)', 'SIM': 'Nano-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.0 inches, 68.9 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 7.1.1 (Nougat)', 'Chipset': 'Qualcomm MSM8909 Snapdragon 210 (28 nm)', 'CPU': 'Quad-core 1.1 GHz Cortex-A7', 'GPU': 'Adreno 304'}}, {'Memory': {'Card slot': 'microSDHC', 'Internal': '8GB 1GB RAM'}}, {'Main Camera': {'Single': '5 MP', 'Features': 'LED flash', 'Video': '720p@30fps'}}, {'Selfie camera': {'Single': '2 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black', 'Price': 'About 80 USD'}}]"
ZTE,Blade Z Max,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2017, August', 'Status': 'Available. Released 2017, August'}}, {'Body': {'Dimensions': '166.1 x 84.6 x 8.4 mm (6.54 x 3.33 x 0.33 in)', 'Weight': '175 g (6.17 oz)', 'SIM': 'Nano-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '6.0 inches, 99.2 cm', 'Resolution': '2', 'Protection': ' (~70.6% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 7.1.1 (Nougat)', 'Chipset': 'Qualcomm MSM8940 Snapdragon 435 (28 nm)', 'CPU': 'Octa-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 505'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '32GB 2GB RAM'}}, {'Main Camera': {'Dual': '16 MP, PDAF', 'Features': '\r\n2 MP, (depth)', 'Video': 'LED flash, HDR, panorama'}}, {'Selfie camera': {'Single': '8 MP', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.2, A2DP, LE', 'GPS': 'Yes, with A-GPS, SUPL', 'Radio': 'FM radio', 'USB': 'Type-C 1.0 reversible connector'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Ion 4080 mAh battery', 'Stand-by': 'Fast charging 18W', 'Talk time': '\r\nQuick Charge 2.0'}}, {'Misc': {'Colors': 'Black', 'Models': 'Z982', 'Price': 'About 130 USD'}}]"
ZTE,Blade Force,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / LTE'}}, {'Launch': {'Announced': '2017, October', 'Status': 'Available. Released 2017, October'}}, {'Body': {'Dimensions': '156 x 78 x 9.1 mm (6.14 x 3.07 x 0.36 in)', 'Weight': '170.1 g (6.00 oz)', 'SIM': 'Nano-SIM'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.5 inches, 83.4 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 7.1.1 (Nougat)', 'Chipset': 'Qualcomm MSM8920 Snapdragon 427 (28 nm)', 'CPU': 'Quad-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 308'}}, {'Memory': {'Card slot': 'microSDXC (dedicated slot)', 'Internal': '16GB 2GB RAM'}}, {'Main Camera': {'Single': '8 MP, AF', 'Features': 'LED flash', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.2, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer'}}, {'Battery': {}}, {'Misc': {'Colors': 'Blue', 'Price': 'About 130 USD'}}]"
ZTE,nubia Red Magic,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / EVDO / LTE'}}, {'Launch': {'Announced': '2018, April', 'Status': 'Available. Released 2018, April'}}, {'Body': {'Dimensions': '158.1 x 74.9 x 9.5 mm (6.22 x 2.95 x 0.37 in)', 'Weight': '185 g (6.53 oz)', 'Build': 'Glass front (Dinorex T2X-1), aluminum back, aluminum frame', 'SIM': 'Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'LTPS IPS LCD capacitive touchscreen, 16M colors', 'Size': '6.0 inches, 92.9 cm', 'Resolution': '2', 'Protection': ' (~78.5% screen-to-body ratio)'}}, {'Platform': {'OS': 'Android 8.1 (Oreo), Redmagic 1.0', 'Chipset': 'Qualcomm MSM8998 Snapdragon 835 (10 nm)', 'CPU': 'Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo)', 'GPU': 'Adreno 540'}}, {'Memory': {'Card slot': 'No', 'Internal': '64GB 6GB RAM, 128GB 8GB RAM'}}, {'Main Camera': {'Single': '24 MP, f/1.7, PDAF', 'Features': 'LED flash, HDR, panorama', 'Video': '2160p@30fps, 1080p@30fps'}}, {'Selfie camera': {'Single': '8 MP, f/2.0', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '5.0, A2DP, aptX, LE', 'GPS': 'Yes, with A-GPS, GLONASS, BDS', 'Radio': 'No', 'USB': 'Type-C 1.0 reversible connector, USB On-The-Go'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Po 3800 mAh battery'}}, {'Misc': {'Colors': 'Black, Red, Flame Red', 'Models': 'NX609J', 'Price': 'About 400 EUR'}}]"
ZTE,Blade A7 Vita,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2018, December', 'Status': 'Available. Released 2018, December'}}, {'Body': {'Dimensions': '147 x 69.5 x 7.9 mm (5.79 x 2.74 x 0.31 in)', 'Weight': '135 g (4.76 oz)', 'Build': 'Glass front, plastic back, plastic frame', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.45 inches, 76.7 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 8.1 (Oreo)', 'Chipset': 'Qualcomm MSM8917 Snapdragon 425 (28 nm)', 'CPU': 'Quad-core 1.4 GHz Cortex-A53', 'GPU': 'Adreno 308'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '16GB 2GB RAM, 32GB 3GB RAM'}}, {'Main Camera': {'Single': '13 MP, f/2.0, AF', 'Features': 'LED flash, HDR, panorama', 'Video': '1080p@30fps'}}, {'Selfie camera': {'Single': '8 MP or 5 MP'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot', 'Bluetooth': '4.2, A2DP, LE', 'GPS': 'Yes, with A-GPS, BDS', 'Radio': 'No', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, proximity'}}, {'Battery': {}}, {'Misc': {'Colors': 'Black, Blue', 'Models': 'A0722', 'Price': 'About 150 EUR'}}]"
ZTE,nubia Z18 mini,"[{'Network': {'Technology': 'GSM / CDMA / HSPA / EVDO / LTE'}}, {'Launch': {'Announced': '2018, April', 'Status': 'Available. Released 2018, April'}}, {'Body': {'Dimensions': '148 x 70.6 x 7.6 mm (5.83 x 2.78 x 0.30 in)', 'Weight': '153 g (5.40 oz)', 'SIM': 'Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'LTPS IPS LCD capacitive touchscreen, 16M colors', 'Size': '5.7 inches, 83.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 8.1 (Oreo), nubia UI', 'Chipset': 'Qualcomm SDM660 Snapdragon 660 (14 nm)', 'CPU': 'Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)', 'GPU': 'Adreno 512'}}, {'Memory': {'Card slot': 'No', 'Internal': '64GB 6GB RAM, 128GB 6GB RAM'}}, {'Main Camera': {'Dual': '24 MP, f/1.7, PDAF', 'Features': '\r\n5 MP, f/2.4, (depth)', 'Video': 'LED flash, HDR'}}, {'Selfie camera': {'Single': '8 MP, f/2.0, 1/4"", 1.12µm', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': '5.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS, BDS', 'Radio': 'No', 'USB': 'Type-C 1.0 reversible connector'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {}}, {'Misc': {'Colors': 'Provence Edition, Ying Yu powder, Celadon blue, Diamond black, Glacier White', 'Models': 'NX611J', 'Price': 'About 260 EUR'}}]"
ZTE,Axon 9 Pro,"[{'Network': {'Technology': 'GSM / HSPA / LTE'}}, {'Launch': {'Announced': '2018, August', 'Status': 'Available. Released 2018, November'}}, {'Body': {'Dimensions': '156.5 x 74.5 x 7.9 mm (6.16 x 2.93 x 0.31 in)', 'Weight': '179 g (6.31 oz)', 'SIM': 'Hybrid Dual SIM (Nano-SIM, dual stand-by)'}}, {'Display': {'Type': 'AMOLED capacitive touchscreen, 16M colors', 'Size': '6.21 inches, 97.1 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 8.1 (Oreo), Android One', 'Chipset': 'Qualcomm SDM845 Snapdragon 845 (10 nm)', 'CPU': 'Octa-core (4x2.65 GHz Kryo 385 Gold & 4x1.76 GHz Kryo 385 Silver)', 'GPU': 'Adreno 630'}}, {'Memory': {'Card slot': 'microSDXC (uses shared SIM slot)', 'Internal': '128GB 6GB RAM'}}, {'Main Camera': {'Dual': '12 MP, f/1.8, 1/2.55"", 1.4µm, OIS, dual pixel PDAF, OIS', 'Features': '\r\n20 MP, 10mm (ultrawide)', 'Video': 'Dual-LED dual-tone flash, HDR, panorama'}}, {'Selfie camera': {'Single': '20 MP, f/2.0, (wide), 1/2.8"", 1.0μm', 'Features': 'HDR', 'Video': '1080p@30fps'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot', 'Bluetooth': 'v5.0, A2DP, LE', 'GPS': 'Yes, with A-GPS, GLONASS', 'NFC': 'Yes', 'Radio': 'No', 'USB': '2.0, Type-C 1.0 reversible connector'}}, {'Features': {'Sensors': 'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'}}, {'Battery': {'Charging': 'Non-removable Li-Ion 4000 mAh battery'}}, {'Misc': {'Colors': 'Black, Blue', 'Models': 'A2019G Pro', 'Price': 'About 650 EUR'}}]"
